96,32,Armored Zombie
108,32,Graveyard and the Hand of Invitation
139,32,Blue-eyed Silver Zombie
199,32,Penguin Knight
205,32,Dorover
206,32,Twin Long Rods #1
243,32,Water Element
304,64,Axe of Despair
305,64,Laser Cannon Armor
316,64,Electro-whip
319,64,Mystical Moon
321,64,Malevolent Nuzzler
326,64,Raise Body Heat
330,64,Forest
333,64,Sogen
335,64,Yami
336,64,Dark Hole
338,64,Mooyan Curry
339,128,Red Medicine
340,64,Goblin's Secret Remedy
345,128,Final Flame
350,64,Dark-piercing Light
451,32,Kanikabuto
503,32,Turtle Raccoon
605,32,Liquid Beast
606,32,Twin Long Rods #2
610,32,Electric Lizard
652,64,Magical Labyrinth
655,64,Cursebreaker
683,96,Bear Trap
684,64,Invisible Wire
687,64,Goblin Fan
688,64,Bad Reaction to Simochi
690,96,Fake Trap
693,64,Contruct of Mask
