9,40,Shadow Specter
24,40,Skull Servant
56,40,Larvae Moth
58,40,Kuriboh
105,40,Tomozaurus
123,40,Dark Plant
167,40,Ancient Jar
192,40,Key Mace
197,40,Mech Mole Zombie
198,40,Happy Lover
208,40,Petit Angel
278,40,Petit Moth
289,40,Change Slime
307,120,Elf's Light
312,40,Silver Bow and Arrow
321,88,Malevolent Nuzzler
338,120,Mooyan Curry
344,120,Hinotama
363,40,Fairy's Gift
387,40,Mystic Lamp
393,40,Zone Eater
394,40,Steel Scorpion
395,40,Dancing Elf
397,40,Leghul
398,40,Ooguchi
399,40,Swordsman from a Foreign Land
402,40,Monster Eye
428,80,Magician of Faith
608,120,Shining Friendship
659,120,Winged Trumpeter
663,120,Breath of Light
682,120,Eatgaboon
690,120,Fake Trap
