3,4,Hitotsu-me Giant
10,4,Blackland Fire Dragon
14,32,Battle Steer
23,4,The Wicked Worm Beast
25,4,Horn Imp
26,16,Battle Ox
27,16,Beaver Warrior
28,4,Rock Ogre Grotto #1
30,4,Zombie Warrior
34,4,Saggi the Dark Clown
40,4,Dragon Piper
46,16,Griffore
49,16,Big Insect
52,32,Hercules Beetle
53,4,Killer Needle
54,16,Gokibore
55,16,Giant Flea
57,48,Great Moth
59,4,Mammoth Graveyard
60,4,Great White
61,4,Wolf
64,4,Tiger Axe
65,4,Silver Fang
67,48,Perfectly Ultimate Great Moth
68,32,Garoozis
72,4,Cocoon of Evolution
76,4,Krokodilus
80,4,Uraby
91,16,Mystic Horseman
92,48,Rabid Horseman
103,4,Job-change Mirror
109,4,Goddess with the Third Eye
110,4,Hero of the East
112,4,That Which Feeds on Life
115,4,Kamion Wizard
118,4,Supporter in the Shadows
119,4,Trial of Nightmares
120,4,Dream Clown
121,4,Sleeping Lion
132,4,The 13th Grave
138,4,Dragon Statue
140,4,Toad Master
141,4,Spiked Snail
146,4,Temple of Skulls
153,4,Dokuroizo the Grim Reaper
162,4,Tainted Wisdom
163,16,Lisark
164,4,Lord of Zemia
165,4,The Judgement Hand
169,4,Dark King of the Abyss
171,4,Big Eye
172,4,Armaill
181,4,Dark Shade
196,4,Arma Knight
201,4,Frenzied Panda
219,4,Solitude
220,4,Masked Sorcerer
221,4,Kumootoko
225,4,Fiend Sword
231,4,Wood Clown
233,4,Dark Titan of Terror
234,4,Beautiful Headhuntress
235,4,Wodan the Resident of the Forest
236,4,Guardian of the Labyrinth
241,4,Dark Assailant
246,4,One Who Hunts Souls
248,4,Master & Expert
250,4,Hyo
251,4,Enchanting Mermaid
252,4,Nekogal #1
255,4,Prevent Rat
256,4,Dimensional Warrior
257,4,Stone Armadiller
258,4,Beastking of the Swamps
259,4,Ancient Sorcerer
262,4,The Little Swordsman of Aile
263,4,Rock Ogre Grotto #2
269,4,Versago the Destroyer
272,4,Mavelus
273,4,Ancient Tree of Enlightenment
274,4,Green Phantom King
276,4,Ray & Temperature
280,4,Protector of the Throne
284,4,Tao the Chanter
287,16,Ogre of the Black Shadow
288,4,Dark Artist
290,4,Moon Envoy
291,4,Fireyarou
293,4,Masaki the Legendary Swordsman
294,4,Dragoness the Wicked Knight
296,4,One-eyed Shield Dragon
299,4,Sonic Maid
304,24,Axe of Despair
305,24,Laser Cannon Armor
306,24,Insect Armor with Laser Cannon
308,72,Beast Fangs
310,72,Vile Germs
319,72,Mystical Moon
330,72,Forest
348,24,Swords of Revealing Light
354,4,Stuffed Animal
361,4,Flying Penguin
363,4,Fairy's Gift
367,4,Jirai Gumo
375,32,Dungeon Worm
381,4,Toon Alligator
382,32,Rude Kaiser
384,16,Dark Rabbit
403,32,Leogun
404,16,Tatsunootoshigo
406,4,Yaiba Robo
414,4,Shovel Crusher
430,4,Water Magician
435,4,Water Girl
445,4,Guardian of the Sea
450,4,Kappa Avenger
453,48,Millennium Golem
455,4,Barrel Rock
457,4,Stone Ghost
473,32,Vermillion Sparrow
474,4,Sea Kamen
480,4,Kuwagata a
483,48,Garvas
487,32,Flower Wolf
496,4,Wilmee
502,4,D. Human
511,16,Bean Soldier
514,4,Brave Scizzar
528,32,Togex
529,48,Flame Cerebrus
533,48,Kwagar Hercules
535,4,Kamakiriman
543,4,Tongyo
546,4,Wow Warrior
550,4,Behegon
552,4,Winged Dragon #2
560,4,Invader from Another Dimension
561,4,Lesser Dragon
566,4,Yormungarde
567,4,Darkworld Thorns
570,4,Trakadon
574,4,Witch of the Black Forest
575,48,Ancient One of the Deep Forest
576,4,Giant Scorpion of the Tundra
584,4,Binding Chain
587,16,Mon Larvas
588,4,Living Vase
594,48,Rose Spectre of Dunn
597,16,Pale Beast
599,4,Violent Rain
600,4,Key Mace #2
601,4,Tenderness
603,4,Fairy Dragon
607,4,Great Bill
608,4,Shining Friendship
614,32,Hunter Spider
615,4,Armored Starfish
616,4,Hourglass of Courage
620,4,Snakeyashi
627,48,Nekogal #2
637,32,Trent
638,32,Queen of Autumn Leaves
643,4,Disk Magician
647,4,Hyosube
672,24,Harpie's Feather Duster
678,24,Revival of Sennen Genjin
717,48,Javelin Beetle
